PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
545,Coilodesme sp. 1GWS,"sequence 99.78% match in BOLD; 97.67% match with Coilodesme bulligera, it appears there are two species falling under this name - about -3-4% divergent in CO1",Coilodesme bulligera,yes,x (JN),6/23/2015,NA,NA,"6/25/2015, +ve",x (JN),NA,NA,NA,"Brown
","Hakai, Maey Island",27-May-2013,"no genetic sample left in vial, ground material reached half 0.1 mark",A89866,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
546,Bossiella sp. 2chiloensis,NA,Bossiella orbigniana,NA,yes,7/3/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai, Maey Island",27-May-2013,very spatulate intergen.,A89867,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
547,Bossiella manzae,mixed collection?,Bossiella sp.,NA,yes,7/3/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,conceptacles dorsal and ventral; potentially mixed,A89868,NA,low tidepool,NA,NA,NA,NA,NA,NA
548,Chiharaea silvae,NA,Bossiella sp.,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach - btw 5th + 6th Beach",28-May-2013,NA,A89869,NA,"under Alaria, low",NA,NA,NA,NA,NA,NA
549,Bossiella frondifera,NA,Bossiella frondifera,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,Lush form; same as 547?,A89870,NA,"low, exposed point",NA,NA,NA,NA,NA,NA
550,Bossiella frondifera,NA,Bossiella sp. #4 chiloensis,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89871,NA,low intertidal,NA,NA,NA,NA,NA,NA
551,Bossiella frondescens,NA,Bossiella sp.,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,nearly rhizomitous; mangled; tiny intergenicula; sagitate,A89872,NA,high intertidal,NA,NA,NA,NA,NA,NA
552,Bossiella sp. 5chiloensis,NA,Bossiella sp. #5 chiloensis,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89873,NA,low tidepool,NA,NA,NA,NA,NA,NA
553,Bossiella hakaiensis,moderate/good CO1 - get reverse psbA if we don't have it,Bossiella sp.,NA,yes,7/4/2013,13viv13,x(KH),NA,NA,9xii13,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89874,NA,"mid tidepool, exposed",NA,NA,NA,NA,NA,NA
554,Chiharaea silvae,may be mixed collection,Bossiella sp.,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89875,NA,"mid tidepool, exposed",NA,NA,NA,NA,NA,NA
555,Bossiella sp. 5chiloensis,NA,Bossiella sp. #5 chiloensis,NA,yes,7/4/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,frilly;adventitious,A89876,NA,low intertidal,NA,NA,NA,NA,NA,NA
556,Johansenia macmillanii,NA,Johansenia macmillanii,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89877,NA,low intertidal on wall,NA,NA,NA,NA,NA,NA
557,Bossiella manzae,NA,Bossiella sp. #4 chiloensis,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89878,NA,mid intertidal,NA,NA,NA,NA,NA,NA
558,Pseudolithophyllum sp. 1whidbeyense,"- no more DNA
",Pseudolithophyllum whidbeyense,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.  (boulder channel)",28-May-2013,swirly with white margins,A89879,NA,low intertidal,NA,NA,NA,NA,NA,NA
559,Bossiella dichotoma,NA,Bossiella sp. #2 chiloensis,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,on rock,A89880,NA,low intertidal,NA,NA,NA,NA,NA,NA
560,Bossiella frondifera,NA,Bossiella sp. #5 chiloensis,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Between 5th + 6th beach (boulder field)",28-May-2013,very flattened,A89881,NA,low intertidal,NA,NA,NA,NA,NA,NA
561,Bossiella sp. 5chiloensis,NA,Bossiella sp.,NA,yes,7/16/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,on rock,A89882,NA,low intertidal,NA,NA,NA,NA,NA,NA
562,Bossiella reptans,NA,Bossiella sp.,NA,yes,7/16/2013,13viv13,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,A89883,NA,low intertidal,NA,NA,NA,NA,NA,NA
563,Lithophyllum sp. 1,NA,Coralline crust,NA,yes,7/22/2013,13viv13,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.  (boulder channel)",28-May-2013,"From Paul: 563 is an undescribed Lithophyllum species, my hypothesis is a 
subtidal specimen, related to subtidal sample I recently was sent from 
CA.",A89884,NA,low intertidal,NA,NA,NA,NA,NA,NA
564,Bossiella manzae,NA,Bossiella sp. #7 plumosa ?,NA,yes,7/22/2013,13viv13; 15i14,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,PTM thinks looks like Biplumosa,A89885,NA,"low intertidal, on rock wall",NA,NA,NA,NA,NA,NA
565,Bossiella dichotoma,NA,Bossiella sp. #2 chiloensis,NA,yes,7/22/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,on rock,A89886,NA,low intertidal,NA,NA,NA,NA,NA,NA
566,Bossiella frondifera,NA,Bossiella frondifera,NA,yes,7/22/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,beside C. silvae,A89887,NA,low intertidal,NA,NA,NA,NA,NA,NA
567,Johansenia macmillanii,for phylogeny,Johansenia macmillanii,NA,yes,7/22/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,photo #282,A89888,NA,"low intertidal, in tidepool",NA,NA,NA,NA,NA,NA
568,Bossiella hakaiensis,messy CO1 - get reverse psbA if we don't have it,Bossiella sp.,NA,yes,7/22/2013,13viv13,x(KH),NA,NA,9xii13,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,NA,A89889,NA,"low intertidal, below tunicate",NA,NA,NA,NA,NA,NA
569,Mastocarpus pachenicus,sequence 100% match in BOLD,Mastocarpus pachenicus,yes,x (JN),6/4/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,"cystocarpic, ground material reached half 0.1 mark, ground material left over in vial",A89890,NA,low intertidal,NA,NA,NA,NA,NA,NA
570,Farlowia sp. 1GWS,sequence 100% match in BOLD; rbcL was sequenced as well - no match to rbcL in Genbank; it appears this is a new species of Farlowia that needs description- it is significantly divergent from the other Farlowia species (>8% from F. conferta).,Farlowia mollis?,yes,x (JN),6/4/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"exposed morph, slippery, ground material reached half 0.1 mark, ground material left over in vial",A89891,NA,low intertidal,NA,NA,NA,NA,NA,NA
571,NA,CO1 messy - no other gene attempted,Membranoptera platyphylla,yes,x (JN),6/4/2015,NA,NA,"6/24/2015, +ve",x (JN); sequence is messy,NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"beautiful, ground material was clumpy and reached half 0.1 mark, no genetic sample left over",A89892,NA,"low intertidal, on barnacle test",NA,NA,NA,NA,NA,NA
572,Pikea sp. 2californica,sequence 98.52% match in BOLD,Pikea of. pinnata,yes,x (JN),6/4/2015,NA,NA,"6/24/2015, +ve",x (JN); sequence somewhat messy,NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"finely branched, ground material was clumpy and reached half 0.1 mark, no genetic sample left over",A89893,NA,low intertidal,NA,NA,NA,NA,NA,NA
573,Bryopsis corticulans,sequence 100% match in NCBI BLAST,Bryopsis plumosa,yes,x (JN),6/22/2015,NA,NA,NA,NA,NA,NA,NA,"Green
","Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,"ground material did not reach half 0.1 mark, no genetic sample left in vial, PCR positive for tufA",A89894,NA,"low intertidal, among tunicates on vertical wall",NA,NA,NA,NA,NA,NA
574,Lessoniopsis littoralis,sequence 99.46% match in BOLD,Lessoniopsis littoralis,yes,x (JN),6/23/2015,NA,NA,"6/25/2015, +ve",x (JN),NA,NA,NA,"Brown
","Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"left over ground material in vial, ground material reached half 0.1 mark",A89895,NA,low intertidal,NA,NA,NA,NA,NA,NA
575,Mazzaella dewreedei,sequence 100% match in BOLD,Mazzaella linearis,NA,x (JN),6/8/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"slightly irridescent; left over ground material in vial, ground material reached half 0.1 mark",A89896,NA,"low intertidal, on gooseneck barnacles",NA,NA,NA,NA,NA,NA
576,Ptilota hypnoides,sequence 100% match in BOLD,Neoptilota hypnoides,NA,x (JN),6/8/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"no genetic sample left over in vial, ground material reached half 0.1 mark",A89897,NA,"low intertidal, on Johansennia",NA,NA,NA,NA,NA,NA
577,Scytosiphon constrictus,sequence 98.52% match in BOLD; sequence quality moderate-good,Scytosiphon lomentaria,NA,x (JN),6/17/2015,NA,NA,"6/24/2015, +ve",x (JN); sequence is messy,NA,NA,NA,"Brown
","Hakai,  Fourth Beach
",28-May-2013,"thick, in constrictions, left over ground material in vial, ground material reached half 0.1 mark, PCR band very faint after 1:40 dilution",A89898,NA,"low intertidal, on rock surrounded by sand",NA,NA,NA,NA,NA,NA
578,Neorhodomela aculeata,cannot verify Jimmy's sequencing info (this was not entered in the spreadsheet properly).,Odonthalia oregona,NA,x (JN),6/17/2015,NA,NA,"6/24/2015, +ve",x (JN); sequence is messy,NA,NA,NA,Red,"Hakai,  Between 5th + 6th beach (boulder field)",27-May-2013,"tetrasporophyte, left over ground material in vial, reached half 0.1 mark",A89899,NA,drift,NA,NA,NA,NA,NA,NA
579,Ptersiphonia bipinnata/Polyostea robusta,cannot verify Jimmy's sequencing info (this was not entered in the spreadsheet properly).,Pterosiphonia bipinnata,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,"left over ground material in vial, ground material reached half 0.1 mark, PCR worked after 1:10 dilution",A89900,NA,"high intertidal, on Mytilus",NA,NA,NA,NA,NA,NA
580,Desmerestia sp. 2aculeata,sequence 100% match in BOLD,Desmerestia aculeata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Between 5th + 6th beach (boulder field)",28-May-2013,NA,A89901,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
581,Griffithsia pacifica,sequence 99.12% match in BOLD,Griffithsia pacifica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai, Maey Island",27-May-2013,NA,A89902,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
582,Plenosporum vancouverianum,CO1 messy; no other gene attempted,Plenosporium vancouverianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai, Maey Island",27-May-2013,NA,A89903,NA,"subtidal, 9m",NA,NA,NA,NA,NA,NA
583,Cryptopleura ruprechtiana,99.76% match Cryptopleura ruprechtiana BOLD and NCBI for rbcL; CO1 messy,Hymenena sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89904,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
584,NA,CO1 messy; no other gene attempted,Herpsiphonia plumula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Hakai, Maey Island",27-May-2013,"ground material was clumpy, no genetic sample left in vial, ground material reached half 0.1 mark",A89905,NA,"subtidal, 3.5m",NA,NA,NA,NA,NA,NA
585,Erythrophyllum delesserioides,sequence 100% match in BOLD,Erythrophyllum delesserioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89906,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
586,Chondrachanthus exasperatus,sequence 100% match in BOLD,Chondrachanthus corymbiferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89907,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
587,Callophyllis pinnata,CO1 messy; no other gene attempted,Callophyllis pinnata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,cystcampic?,A89908,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
588,Callophyllis pinnata,CO1 messy; no other gene attempted,Callophyllis pinnata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,tetrosporophyte,A89909,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
589,Rhodomenia pacifica,sequence 100% match in BOLD,Rhodomenia pacifica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89910,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
590,Mazzaella sanguinea,sequence 100% match in BOLD,Mazzaella sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89911,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
591,Rhodomenia pacifica,sequence 100% match in BOLD,Rhodomenia pacifica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89912,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
592,Pyropia gardneri,Extract P848; confirmed ID 18-Dec-2013 SCL,Pyropia gardneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,A89913,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
593,NA,PCR failed three times,Coralline crust,NA,yes; re-extracted 2xii13,7/22/2013,15i14 (with 2xii13 DNA),NA,NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,A89914,NA,"subtidal, 12m, on Balanus nubilus",NA,NA,NA,NA,NA,NA
594,NA,CO1 messy; no other gene attempted,Mazzaella sanguinea,NA,x (JN),6/17/2015,NA,NA,"6/24/2015, +ve",x (JN); sequence is messy,NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,"no genetic sample left in vial, ground material reached half 0.1 mark",A89915,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
595,Bossiella sp. 1chiloensis,NA,Bossiella sp. #1 chiloensis,NA,yes,7/22/2013,NA,x(KH),NA,NA,8i14,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,deeply sagitate,A89916,NA,"subtidal, 7m, exposed pt.",NA,NA,NA,NA,NA,NA
596,Callophyllis crenulata,sequence 100% match in BOLD,Callophyllus sp.,NA,x (JN),6/17/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,"no genetic sample left in vial, ground material reached half 0.1 mark",A89917,NA,"subtidal, 12m",NA,NA,NA,NA,NA,NA
597,Prionitis sp. 2lanceolata,sequence 93.3% match in BOLD - sequence is messy but looks more similar to lanceolata than sternbergii; no other genes attempted,Prionitis sternbergii,NA,x (JN),6/17/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,"left over ground material in vial, ground material reached half 0.1 mark",A89918,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
598,Mazzaella dewreedei,sequence 100% match in BOLD,Mazzaella linearis,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,"15 cm !, left over ground material in vial, ground material reached half 0.1 mark",A89919,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
599,Johansenia macmillanii,NA,Johansenia macmillanii,NA,yes,7/22/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,A89920,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
600,Bossiella sp. 5chiloensis,NA,Johansenia macmillanii ?,NA,yes,7/22/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,A89921,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
601,Bossiella hakaiensis,"try get reverse psbA if we don't have it, messy CO1",Bossiella sp. #5 chiloensis,NA,yes,7/23/2013,16viv13(failed); 30viv13,x(KH),NA,NA,9xii13,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,A89922,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
602,NA,"PCR failed three times, try re-extraction",Melobesia mediocris,NA,yes,7/23/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,A89923,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
603,NA,CO1 messy; no other gene attempted,Neodilsea borealis,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"on small rock,left over ground material in vial, ground material reached half 0.1 mark
",A89924,NA,"subtidal, 30ft",NA,NA,NA,NA,NA,NA
604,NA,CO1 messy; no other gene attempted,Weeksia coccinea,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"left over ground material in vial, ground material reached half 0.1 mark",A89925,NA,"subtidal, 30ft",NA,NA,NA,NA,NA,NA
605,Opuntiella sp. 2californica,"sequence 100% match for both in BOLD
",Opuntiella californica,NA,x (JN),6/18/2015,NA,NA,"6/29/2015, +ve",NA,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"ground material reached half 0.1 mark, no genetic sample left over in vial, PCR worked after 1:10 dilution",A89926,NA,"subtidal, 30ft",NA,NA,NA,NA,NA,NA
606,Pterothamnion villosum,sequence 92.07% with Pterothamnion villosum in BOLD,Pterothamnion villosum,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89927,NA,"subtidal, 30ft; on clam siphon",NA,NA,NA,NA,NA,NA
607,NA,CO1 messy; no other gene attempted,"Pugetia fragillisima
",NA,x (JN),6/18/2015,NA,NA,"6/29/2015, +ve",NA,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"ground material reached half 0.1 mark, no genetic sample left over in vial, lots of silicia beads attached onto sample, PCR worked after 1:10 dilution",A89928,NA,"subtidal, 30ft",NA,NA,NA,NA,NA,NA
608,NA,CO1 messy; no other gene attempted,Pterothamnion heteromorphum,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89929,NA,"subtidal, 30ft; on clam siphon",NA,NA,NA,NA,NA,NA
609,NA,CO1 messy; no other gene attempted,Pleonosporium vancouverianum,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"no genetic sample left in vial, ground material was very pasty",A89930,NA,"subtidal, 30ft; on clam siphon",NA,NA,NA,NA,NA,NA
610,NA,sequence 97.64% match with Scagelia pylaisaei in BOLD,Scagelia occidentale,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89931,NA,"subtidal, 30ft; on clam siphon",NA,NA,NA,NA,NA,NA
611,Bossiella orbigniana,NA,Bossiella orbigniana,NA,yes,7/23/2013,NA,x(KH),NA,NA,NA,NA,NA,Coralline,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,A89932,NA,"subtidal, 6m",NA,NA,NA,NA,NA,NA
612,NA,CO1 messy; no other gene attempted,Gelidium purpurascens,NA,x (JN),6/18/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"no genetic sample left in vial, ground material reached half 0.1 mark",A89933,NA,"subtidal, 6m",NA,NA,NA,NA,NA,NA
613,Dictyosiphon sp. 4GWS,sequence match 100% in BOLD; sp.4GWS is sister to a clade containing Asperococcus spp. And also Haplogloia spp.  Not sure why Gary placed this species in Dictyosiphon as it is more closely related to Haplogloia (or Asperococcus).  Regardless it is a distinct species.,Haplogloia andersonii,NA,x (JN),6/23/2015,NA,NA,"7/9/2015, +ve",x (JN),NA,NA,NA,"Brown
","Hakai,  Wedgeborough Pt.",28-May-2013,"unilocular sporangia present, sample was very attached to kimwipe, which was difficult to separate, some kimwipe in ground material, PCR worked after 1:40 dilution",A89934,NA,"subtidal, 6m; on clam shell",NA,NA,NA,NA,NA,NA
614,Neodilsea borealis,sequence 91.01% match with Neodilsea borealis in BOLD,Neodilsea borealis,NA,x (JN),6/19/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"on cobble, in sand, left over ground material in vial, ground material reached half 0.1 mark, lots of silicia beads attached onto sample",A89935,NA,"subtidal, 6m",NA,NA,NA,NA,NA,NA
615,NA,vial not in Martone lab - check with Sandra?; not extracted,Cladophora sericea,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,"Hakai,  Wedgeborough Pt.",28-May-2013,drift,A89936,NA,"subtidal, 3m; drift",NA,NA,NA,NA,NA,NA
616,Ptilota tenuis,sequence 99.77% match in BOLD,Ptilota tenuis,NA,x (JN),6/19/2015,NA,NA,"6/24/2015, +ve",x (JN),NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"left over ground material in vial, ground material reached half 0.1 mark",A89937,NA,"subtidal, 3m; on rock",NA,NA,NA,NA,NA,NA
617,NA,CO1 messy; no other gene attempted,Polysiphonia pacifica,NA,x (JN),6/19/2015,NA,NA,"6/29/2015, +ve",NA,NA,NA,NA,Red,"Hakai,  Wedgeborough Pt.",28-May-2013,"left over ground material in vial, ground material reached half 0.1 mark, PCR worked after 1:10 dilution",A89938,NA,"subtidal, 3m",NA,NA,NA,NA,NA,NA
618,Pseudolithophyllum sp. 1whidbeyense,"need reverse; re-PCR failed, PCR CO1 failed",Pseudolithophyllum whidbeyense,NA,yes 30viv13,10/1/2013,1V13; 15i14,x(KH),8v15,X (CJ),NA,X (CJ),NA,Coralline,Botany Bay,19-Sep-2013,unknown life stage - assumed gamet,A89693,NA,"low intertidal, on rock",NA,NA,NA,NA,NA,NA
619,NA,"PCR failed twice, PCR failed with re-extracted DNA",Pseudolithophyllum whidbeyense,NA,yes 30viv13; re-extracted 2xii13,10/1/2013,1V13 (failed); 10x13(failed); 15i14 (using 2xii13 DNA),no genetic determination,NA,NA,NA,NA,NA,Coralline,Botany Bay,19-Sep-2013,unknown life stage - assumed gamet,A89694,NA,"low intertidal, on rock",NA,NA,NA,NA,NA,NA
